Код;Наименование;Иерархия;Артикул;Количество;Цена;Бренд;ИмяФайлаИзображения;Новинка;HAPPY_МОЛЛОстаток;ГлобусОстаток;ЛазурныйОстаток;ОранжевыйОстаток;ПассажОстаток;ТауОстаток;ЗаказОстаток;10 летняя батарея;Bluetooth;Барометр\альтиметр;Браслет;Будильник;Включение,отключение звука кнопок;Водозащита;Грязеустойчивость;Дополнительно;Индикатор приливов и отливов;Индикатор уровня заряда аккумулятора;Компас;Материал корпуса;Мелодия;Мировое время;Отображение данных о Луне;Пол;Прием радиосигнала точного времени;Размер корпуса;Резерв хода;Сверх яркая подсветка;Связь со смартфоном;Скидка;Солнечная батарея;Стекло;Страна бренда;Страна производитель;Таймер;Таймер рыбалки;Термометр;Тип механизма;Ударопрочность;Устойчивость к воздействию магнитного поля;Форма корпуса;Функция поиска телефона;Функция секундомера;Хит продаж;Ход стрелки;Хронограф;Циферблат;Шагомер;ЦенаСоСкидкой;
Ц0000020229;MTP-1374D-5A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1374D-5A;5;8390;Casio (Япония);MTP-1374D-5A .jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8390;
Ц0000019198;MTP-1374D-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1374D-7A;5;8390;Casio (Япония);MTP-1374D-7A.jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 50m;;;;;;Сталь с IP покрытием;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8390;
Ц0000001662;MTP-1374L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1374L-1A;9;8150;Casio (Япония);MTP-1374l-1A.jpg;0;2;1;2;0;2;2;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8150;
Ц0000016928;MTP-1374L-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1374L-1A2;5;8150;Casio (Япония);MTP-1374L-1A2 .jpg;0;1;1;1;0;1;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;8150;
Ц0000015460;MTP-1374L-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1374L-2A;3;8150;Casio (Япония);MTP-1374L-2A.jpg;0;1;1;1;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8150;
Ц0000016664;MTP-1374L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1374L-7A;4;8150;Casio (Япония);MTP-1374L-7A.jpg;0;1;0;1;0;1;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8150;
Ц0000019200;MTP-1374L-9A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1374L-9A;0;8150;Casio (Япония);MTP-1374L-9A .jpg;0;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8150;
Ц0000005777;MTP-1375D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1375D-1A;11;8890;Casio (Япония);MTP-1375D-1A.jpg;0;2;2;2;1;2;2;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;48;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;;Да;;;Стрелочный;;8890;
Ц0000016274;MTP-1375D-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1375D-7A;6;8390;Casio (Япония);MTP-1375D-7A .jpg;0;1;1;1;1;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8390;
Ц0000008874;MTP-1375D-7A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1375D-7A2;6;8690;Casio (Япония);MTP-1375D-7A2.jpg;0;1;1;1;1;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8690;
Ц0000001663;MTP-1375L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1375L-1A;7;8150;Casio (Япония);MTP-1375l-1A.jpg;0;1;1;1;1;1;2;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8150;
Ц0000001664;MTP-1375L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1375L-7A;6;8150;Casio (Япония);MTP-1375l-7A.jpg;0;1;1;1;1;1;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8150;
Ц0000008875;MTP-1375L-9A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1375L-9A;4;8150;Casio (Япония);MTP-1375L-9A.jpg;0;1;1;0;0;1;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8150;
Ц0000010573;MTP-1375SG-9A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1375SG-9A;3;10750;Casio (Япония);MTP-1375SG-9A.jpg;0;0;1;1;0;0;1;0;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10750;
СТ000006799;MTP-1376L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1376L-7A;1;7190;Casio (Япония);MTP-1376L-7A.jpg;0;0;1;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7190;
СТ000006800;MTP-1377L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1377L-1A;1;6690;Casio (Япония);MTP-1377L-1A.jpg;0;0;0;0;0;1;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;6690;
СТ000007021;MTP-1379L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1379L-7A;1;4290;Casio (Япония);MTP-1379l-7A.jpg;0;0;1;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4290;
Ц0000016662;MTP-1381D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1381D-1A;5;6990;Casio (Япония);MTP-1381D-1A.jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;6990;
Ц0000016663;MTP-1381D-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1381D-7A;4;6350;Casio (Япония);MTP-1381D-7A .jpg;0;1;0;1;0;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;6350;
Ц0000001665;MTP-1381G-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1381G-1A;5;7790;Casio (Япония);MTP-1381G-1A.jpg;0;1;1;1;0;1;1;0;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7790;
Ц0000001611;MTP-1381G-9A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1381G-9A;2;7790;Casio (Япония);MTP-1381G-9A.jpg;0;1;0;0;0;0;1;0;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7790;
Ц0000001612;MTP-1381L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1381L-1A;5;5590;Casio (Япония);MTP-1381L-1A.jpg;0;1;1;1;0;1;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;5590;
Ц0000001613;MTP-1381L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1381L-7A;2;5590;Casio (Япония);MTP-1381L-7A.jpg;0;1;1;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;5590;
Ц0000020677;MTP-1381L-9A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1381L-9A;4;6490;Casio (Япония);MTP-1381L-9A .jpg;0;1;0;1;0;1;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;40;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;6490;
Ц0000009686;MTP-1384BUL-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1384BUL-1A;0;8390;Casio (Япония);MTP-1384BUL-1A.jpg;0;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8390;
Ц0000009677;MTP-1384BUL-9A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1384BUL-9A;1;8390;Casio (Япония);MTP-1384BUL-9A.jpg;0;0;0;0;0;1;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8390;
Ц0000010552;MTP-1384D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1384D-1A;5;7990;Casio (Япония);MTP-1384D-1A .jpg;0;1;1;1;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7990;
Ц0000020434;MTP-1384D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1384D-2A;4;7990;Casio (Япония);MTP-1384D-2A .jpg;0;1;0;1;0;1;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;41;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000018850;MTP-1384D-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1384D-7A;5;7990;Casio (Япония);MTP-1384D-7A .jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000021711;MTP-1384D-7A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1384D-7A2;1;7990;Casio (Япония);;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7990;
Ц0000003758;MTP-1384L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1384L-1A;5;7900;Casio (Япония);MTP-1384L-1A.jpg;0;1;1;1;0;1;1;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7900;
Ц0000003759;MTP-1384L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1384L-7A;3;7900;Casio (Япония);MTP-1384L-7A.jpg;0;0;0;1;0;1;1;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7900;
Ц0000010379;MTP-1400D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-1400D-2A;1;4450;Casio (Япония);MTP-1400D-2A.jpg;0;0;0;0;0;0;1;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4450;
Ц0000021212;MTP-2022VB-1C Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-2022VB-1C;4;9990;Casio (Япония);MTP-2022VB-1C.jpg;0;1;1;1;0;1;0;0;;;;Стальной с PVD покрытием;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;40;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000021586;MTP-2022VMB-1C Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-2022VMB-1C;1;9990;Casio (Япония);MTP-2022VMB-1C.jpg;0;0;0;0;0;0;1;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000020230;MTP-B100BL-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B100BL-1E;1;9950;Casio (Япония);MTP-B100BL-1E.jpg;0;0;0;1;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9950;
Ц0000020231;MTP-B100D-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B100D-1E;3;8890;Casio (Япония);MTP-B100D-1E .jpg;0;1;1;0;0;1;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8890;
Ц0000021213;MTP-B110D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B110D-1A;1;7190;Casio (Япония);MTP-B110D-1A.jpg;0;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Минеральное;Япония;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7190;
Ц0000020897;MTP-B115B-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B115B-1E;1;10350;Casio (Япония);MTP-B115B-1E .jpg;0;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10350;
Ц0000020718;MTP-B115D-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B115D-1E;5;7990;Casio (Япония);MTP-B115D-1E.jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000020898;MTP-B200D-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B200D-1E;3;10850;Casio (Япония);MTP-B200D-1E.jpg;0;1;0;1;0;0;1;0;;;;Стальной;есть;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;есть;Комбинированный;;10850;
Ц0000020251;MTP-B300D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B300D-1A;2;9990;Casio (Япония);MTP-E170BL-1B.jpg;0;0;0;1;0;0;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;48;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000021026;MTP-B300M-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B300M-1A;2;9750;Casio (Япония);MTP-B300M-1A.jpg;0;1;0;0;0;0;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;40;;;;;;Минеральное;Япония;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9750;
Ц0000019838;MTP-B305D-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B305D-1E;3;9890;Casio (Япония);MTP-B305D-1E.jpg;0;1;1;0;0;1;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;41;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9890;
Ц0000021079;MTP-B310BL-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B310BL-1A;1;9890;Casio (Япония);MTP-B310BL-1A .jpg;0;0;0;0;0;1;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;48;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9890;
Ц0000021081;MTP-B310M-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-B310M-1A;2;9190;Casio (Япония);MTP-B310M-1A .jpg;0;0;0;1;0;1;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;48;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9190;
Ц0000002705;MTP-E101D-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E101D-1A2;1;7050;Casio (Япония);MTP-E101D-1A2.jpg;0;1;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7050;
Ц0000002706;MTP-E101L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E101L-1A;1;7790;Casio (Япония);MTP-E101L-1A.jpg;0;0;1;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7790;
Ц0000002707;MTP-E101L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E101L-7A;1;7790;Casio (Япония);MTP-E101L-7A.jpg;0;1;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7790;
Ц0000005299;MTP-E108L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E108L-1A;1;8250;Casio (Япония);MTP-E108L-1A.jpg;0;0;0;0;0;1;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8250;
Ц0000008839;MTP-E129L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E129L-1A;1;7190;Casio (Япония);MTP-E129L-1A.jpg;0;0;0;0;0;1;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7190;
Ц0000013549;MTP-E131DY-4A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E131DY-4A;1;9550;Casio (Япония);MTP-E131DY-4A.jpg;0;1;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9550;
Ц0000009051;MTP-E131DY-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E131DY-7A;1;9550;Casio (Япония);MTP-E131DY-7A.jpg;0;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9550;
Ц0000009687;MTP-E137D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E137D-1A;1;7790;Casio (Япония);MTP-E137D-1A.jpg;0;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7790;
Ц0000009688;MTP-E137L-5A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E137L-5A;1;7450;Casio (Япония);MTP-E137L-5A.jpg;0;0;0;0;0;0;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7450;
Ц0000019594;MTP-E170B-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E170B-1B;3;9990;Casio (Япония);MTP-E170B-1B.jpg;0;0;0;1;0;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;48;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;;;9990;
Ц0000020688;MTP-E170BL-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E170BL-1B;1;9090;Casio (Япония);MTP-E170BL-1B.jpg;0;0;0;1;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;48;;;;;;Минеральное;Япония;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9090;
Ц0000019381;MTP-E170D-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E170D-1B;1;8490;Casio (Япония);MTP-E170D-1B.jpg;0;0;0;0;0;1;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8490;
Ц0000019035;MTP-E171BL-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E171BL-1E;2;7750;Casio (Япония);MTP-E171BL-1E .jpg;0;0;0;0;0;1;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;;;7750;
Ц0000020689;MTP-E171M-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E171M-1E;1;7090;Casio (Япония);MTP-E171M-1E.jpg;0;0;0;0;0;0;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;40;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7090;
Ц0000020899;MTP-E172-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E172-1A;2;8990;Casio (Япония);MTP-E172-1A.jpg;0;0;0;0;0;1;1;0;;;;Силикон;;;WR 50m;есть;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;есть;;Круг;;;;;;Стрелочный;;8990;
Ц0000019839;MTP-E172D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E172D-1A;1;9490;Casio (Япония);MTP-E172D-1A.jpg;0;1;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9490;
Ц0000019036;MTP-E175L-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E175L-1E;1;7950;Casio (Япония);MTP-E175L-1E.jpg;0;0;0;0;0;0;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;38;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7950;
Ц0000021080;MTP-E195-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E195-1A;5;8990;Casio (Япония);MTP-E195-1A.jpg;0;1;1;1;0;1;1;0;;;;Полиуретановый;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;52;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8990;
Ц0000021086;MTP-E195D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E195D-1A;1;9890;Casio (Япония);MTP-E195D-1A.jpg;0;0;0;0;0;1;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;52;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9890;
Ц0000011704;MTP-E200D-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E200D-1A2;5;10490;Casio (Япония);MTP-E200D-1A2.jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10490;
Ц0000010939;MTP-E200D-2A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E200D-2A2;1;10490;Casio (Япония);MTP-E200D-2A2.jpg;0;0;1;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10490;
Ц0000008842;MTP-E200L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E200L-7A;1;9750;Casio (Япония);MTP-E200L-7A.jpg;0;0;1;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9750;
